,ds,seasonality_yearly,seasonality_custom,trend,regressor,event_fact,y
0,2020-01-01,0.22979327442635517,-0.03674356758888264,0.0,0,0,0.19304970683747252
1,2020-01-02,0.2328883632852124,0.0679743733785626,0.0007575757575757576,0,0,0.30162031242135073
2,2020-01-03,0.23551512377688522,0.08418553946235707,0.0015151515151515152,0,0,0.3212158147543938
3,2020-01-04,0.2376759438834502,-0.005060184282384417,0.0022727272727272726,0,0,0.23488848687379305
4,2020-01-05,0.23937524798747828,-0.12238387951787336,0.0030303030303030303,0,0,0.12002167149990796
5,2020-01-06,0.2406194538657639,-0.1544256814376007,0.003787878787878788,0,0,0.08998165121604199
6,2020-01-07,0.2414169182975602,-0.04686587241237708,0.004545454545454545,0,0,0.19909650043063767
7,2020-01-08,0.24177787167926718,0.14610184316573094,0.005303030303030303,0,0,0.3931827451480284
8,2020-01-09,0.24171434210726678,0.30188707431261774,0.006060606060606061,0,0,0.5496620224804907
9,2020-01-10,0.24124006945802431,0.324948436863004,0.006818181818181818,0,0,0.5730066881392102
10,2020-01-11,0.2403704100567751,0.21624294546297496,0.007575757575757576,0,0,0.4641891130955076
11,2020-01-12,0.2391222325858074,0.06139361569700147,0.008333333333333333,0,0,0.3088491816161422
12,2020-01-13,0.23751380593699656,-0.044746352677389745,0.00909090909090909,0,0,0.2018583623505159
13,2020-01-14,0.23556467976312484,-0.06750245736838252,0.009848484848484848,0,0,0.1779107072432272
14,2020-01-15,0.2332955585264802,-0.04012132314365499,0.010606060606060607,0,0,0.20378029598888583
15,2020-01-16,0.23072816988186828,-0.015546661463156447,0.011363636363636364,0,0,0.2265451447823482
16,2020-01-17,0.2278851282641564,-0.015904994228590374,0.012121212121212121,0,0,0.22410134615677815
17,2020-01-18,0.2247897945772146,-0.025311980040665705,0.012878787878787878,0,0,0.21235660241533677
18,2020-01-19,0.22146613290190686,-0.022026812923583744,0.013636363636363636,0,0,0.21307568361468676
19,2020-01-20,0.2179385651553176,-0.007948180756101986,0.014393939393939395,0,0,0.224384323793155
20,2020-01-21,0.21423182464117385,-0.0034299295922195494,0.015151515151515152,0,0,0.22595341020046944
21,2020-01-22,0.21037080943371037,-0.01807387863033516,0.015909090909090907,0,0,0.2082060217124661
22,2020-01-23,0.2063804365317332,-0.03543098161871902,0.016666666666666666,0,0,0.18761612157968086
23,2020-01-24,0.20228549770952933,-0.03224605660160623,0.017424242424242425,0,0,0.18746368353216553
24,2020-01-25,0.19811051797320786,-0.011087038593763171,0.01818181818181818,0,0,0.20520529756126288
25,2020-01-26,0.1938796175084206,-0.006097105381138418,0.01893939393939394,0,0,0.20672190606667612
26,2020-01-27,0.1896163779756652,-0.04852324380429243,0.019696969696969695,0,0,0.16079010386834244
27,2020-01-28,0.18534371397488034,-0.12479806829137126,0.020454545454545454,0,0,0.08100019113805454
28,2020-01-29,0.18108375046048467,-0.17505156313659878,0.021212121212121213,0,0,0.027244308536007098
29,2020-01-30,0.17685770684275748,-0.14340801485180735,0.02196969696969697,0,0,0.055419388960647104
30,2020-01-31,0.17268578846121285,-0.03674356758882172,0.022727272727272728,0,0,0.15866949359966387
31,2020-02-01,0.16858708606102057,0.06797437337877443,0.023484848484848483,0,0,0.2600463079246435
32,2020-02-02,0.1645794838451222,0.08418553946233898,0.024242424242424242,0,0,0.27300744754988543
33,2020-02-03,0.1606795766122538,-0.005060184282506097,0.025,0,0,0.1806193923297477
34,2020-02-04,0.15690259642606424,-0.12238387951784573,0.025757575757575757,0,0,0.060276292665794276
35,2020-02-05,0.15326234919250342,-0.15442568143756727,0.026515151515151516,0,0,0.02535181927008767
36,2020-02-06,0.14977116145246328,-0.04686587241220458,0.02727272727272727,0,0,0.13017801631298598
37,2020-02-07,0.146439837624984,0.14610184316582386,0.02803030303030303,0,0,0.3205719838211109
38,2020-02-08,0.14327762786345263,0.3018870743125954,0.02878787878787879,0,0,0.4739525809639269
39,2020-02-09,0.1402922066134452,0.324948436863011,0.029545454545454545,0,0,0.49478609802191076
40,2020-02-10,0.1374896618874181,0.21624294546271627,0.030303030303030304,0,0,0.3840356376531646
41,2020-02-11,0.13487449519795347,0.06139361569688792,0.03106060606060606,0,0,0.22732871695544746
42,2020-02-12,0.1324496320190125,-0.04474635267731236,0.031818181818181815,0,0,0.11952146115988195
43,2020-02-13,0.13021644257360496,-0.06750245736844569,0.03257575757575758,0,0,0.09528974278091684
