,ds,seasonality_yearly,seasonality_custom,trend,regressor,event_fact,y
0,2020-01-01,1.9400770137354306,4.3798298321462426e-13,0.0,0.7840909090909092,0,0.0
1,2020-01-02,1.9555524580297168,0.1430376503342165,0.00040816326530612246,0.7954545454545455,0,0.0015894059811503998
2,2020-01-03,1.9686862604880808,0.24029210985345495,0.0008163265306122449,0.8068181818181819,0,0.0032782012670691573
3,2020-01-04,1.9794903610209058,0.14736241875877965,0.0012244897959183673,0.7954545454545455,0,0.00480282529620518
4,2020-01-05,1.9879868815410462,0.009921202110399485,0.0016326530612244899,0.7840909090909092,0,0.0061746922330487425
5,2020-01-06,1.9942079109324742,0.2179946984394418,0.0020408163265306124,0.7954545454545455,0,0.008178892152707066
6,2020-01-07,1.9981952330914559,1.0845881364173597,0.0024489795918367346,0.8068181818181819,0,0.011974534411413055
7,2020-01-08,1.9999999999999907,2.518068582045883,0.002857142857142857,0.8181818181818182,0,0.01810357257207912
8,2020-01-09,1.9996823521399887,3.9988997592445608,0.0032653061224489797,0.8068181818181819,0,0.025487021365559942
9,2020-01-10,1.9973109888937763,4.9166983101086705,0.0036734693877551023,0.7954545454545455,0,0.031993948816372624
10,2020-01-11,1.9929626918875303,4.999999999999284,0.004081632653061225,0.7840909090909092,0,0.035824708575419285
11,2020-01-12,1.9867218045326918,4.480571462657225,0.004489795918367347,0.7954545454545455,0,0.037098051403709836
12,2020-01-13,1.9786796712886376,3.865027017828311,0.004897959183673469,0.7840909090909092,0,0.03736064129734461
13,2020-01-14,1.968934040419279,3.526944766835266,0.005306122448979592,0.7954545454545455,0,0.03868870758580334
14,2020-01-15,1.9575884342360559,3.4709357376503416,0.005714285714285714,0.8068181818181819,0,0.041344813449740454
15,2020-01-16,1.9447514910129962,3.4393801608679553,0.006122448979591837,0.8181818181818182,0,0.044095796755486354
16,2020-01-17,1.9305362829244368,3.215365791001301,0.006530612244897959,0.8295454545454546,0,0.04555394304307717
17,2020-01-18,1.9150596144897278,2.821108396263212,0.0069387755102040816,0.8409090909090909,0,0.045636861521736544
18,2020-01-19,1.898441306113189,2.4484860189789277,0.007346938775510205,0.8295454545454546,0,0.04537816736060257
19,2020-01-20,1.8808034673802427,2.2325193401181744,0.007755102040816327,0.8181818181818182,0,0.04599942362772427
20,2020-01-21,1.862269764809524,2.1160803494847396,0.00816326530612245,0.8295454545454546,0,0.047411392398691576
21,2020-01-22,1.8429646887722066,1.93385133158025,0.008571428571428572,0.8181818181818182,0,0.04795712433029379
22,2020-01-23,1.823012824262321,1.6061900703270142,0.008979591836734694,0.8295454545454546,0,0.047221413747332804
23,2020-01-24,1.8025381301513015,1.2270440475620867,0.009387755102040816,0.8181818181818182,0,0.045509621185955
24,2020-01-25,1.781663231469694,0.9555824165698981,0.009795918367346938,0.8068181818181819,0,0.04451327833330065
25,2020-01-26,1.7605087291457577,0.8369792434002761,0.010204081632653062,0.7954545454545455,0,0.0448259440612304
26,2020-01-27,1.7391925314819807,0.7530200801995156,0.010612244897959184,0.8068181818181819,0,0.04562236760448639
27,2020-01-28,1.7178292114780565,0.5597482758723928,0.011020408163265306,0.7954545454545455,0,0.04488647546356525
28,2020-01-29,1.6965293939060782,0.2616974408114653,0.011428571428571429,0.8068181818181819,0,0.04302908590326543
29,2020-01-30,1.6753991758174422,0.024777445632181427,0.01183673469387755,0.7954545454545455,0,0.04137685871029425
30,2020-01-31,1.654539583909719,5.25135490647699e-13,0.012244897959183675,0.7840909090909092,0,0.04210567950613658
31,2020-02-01,1.6340460719087577,0.14303765033513938,0.012653061224489797,0.7954545454545455,0,0.045203545428021116
32,2020-02-02,1.6140080608292657,0.2402921098534,0.013061224489795919,0.8068181818181819,0,0.04781868868572536
33,2020-02-03,1.5945085246649238,0.14736241875819872,0.013469387755102041,0.8181818181818182,0,0.047951731074678795
34,2020-02-04,1.575623623733976,0.009921202110975968,0.013877551020408163,0.8295454545454546,0,0.04739308960541789
35,2020-02-05,1.557422387566172,0.21799469844013847,0.014285714285714287,0.8181818181818182,0,0.05133712720268756
36,2020-02-06,1.5399664488659712,1.084588136419514,0.01469387755102041,0.8068181818181819,0,0.06511404882274777
37,2020-02-07,1.5233098297285748,2.5180685820468582,0.015102040816326531,0.7954545454545455,0,0.08814808955816703
38,2020-02-08,1.507498780920918,3.9988997592447273,0.015510204081632653,0.7840909090909092,0,0.1130769792129588
39,2020-02-09,1.4925716746708808,4.916698310109188,0.015918367346938776,0.7727272727272728,0,0.1302440379766475
40,2020-02-10,1.4785589510407453,4.999999999998491,0.0163265306122449,0.7613636363636365,0,0.13452934836576122
41,2020-02-11,1.4654831175934222,4.480571462657038,0.01673469387755102,0.7500000000000001,0,0.12879111746541586
42,2020-02-12,1.4533588016987173,3.865027017828151,0.017142857142857144,0.7613636363636365,0,0.12136713352955152
43,2020-02-13,1.4421928544716796,3.5269447668344616,0.017551020408163268,0.7727272727272728,0,0.11832660834425994
44,2020-02-14,1.431984504989234,3.4709357376496808,0.017959183673469388,0.7613636363636365,0,0.11968509823514785
45,2020-02-15,1.4227255630994893,3.439380160868193,0.018367346938775512,0.7727272727272728,0,0.12186427953113184
46,2020-02-16,1.4144006688160338,3.215365791001143,0.018775510204081632,0.7840909090909092,0,0.12042344447745794
47,2020-02-17,1.4069875859899659,2.8211083962632233,0.019183673469387756,0.7727272727272728,0,0.11511783387105376
48,2020-02-18,1.4004575376646997,2.4484860189796662,0.019591836734693877,0.7840909090909092,0,0.11036149157358906
49,2020-02-19,1.394775580257424,2.232519340119616,0.02,0.7954545454545455,0,0.10845498931663172
50,2020-02-20,1.389901013465451,2.1160803494845917,0.020408163265306124,0.8068181818181819,0,0.10842448050547399
51,2020-02-21,1.3857878225822309,1.933851331580866,0.020816326530612245,0.8181818181818182,0,0.10695055901615946
52,2020-02-22,1.382385149708435,1.6061900703268062,0.02122448979591837,0.8068181818181819,0,0.10177977832505225
53,2020-02-23,1.379637790182053,1.2270440475628417,0.02163265306122449,0.7954545454545455,0,0.09522988910594707
54,2020-02-24,1.3774867104083222,0.9555824165700666,0.022040816326530613,0.8068181818181819,0,0.09124649578572033
55,2020-02-25,1.3758695831599839,0.8369792433995025,0.022448979591836737,0.7954545454545455,0,0.08998232059623339
56,2020-02-26,1.3747213363356088,0.7530200802009369,0.022857142857142857,0.7840909090909092,0,0.08941331030005611
57,2020-02-27,1.3739747111103535,0.5597482758730815,0.02326530612244898,0.7954545454545455,0,0.08676045687712854
58,2020-02-28,1.3735608253890708,0.261697440810984,0.0236734693877551,0.8068181818181819,0,0.08148589142247253
59,2020-02-29,1.3734097384769375,0.024777445632273576,0.024081632653061225,0.8181818181818182,0,0.07745541678986562
60,2020-03-01,1.373451012918475,3.1530333899354446e-13,0.02448979591836735,0.8295454545454546,0,0.0784407298154509
61,2020-03-02,1.3736142695168851,0.14303765033482074,0.02489795918367347,0.8409090909090909,0,0.08359641700261576
62,2020-03-03,1.373829731639066,0.24029210985314825,0.025306122448979593,0.8522727272727273,0,0.08772100541364342
63,2020-03-04,1.3740287550293666,0.1473624187582756,0.025714285714285714,0.8636363636363638,0,0.08704356524804585
64,2020-03-05,1.3741443394993371,0.009921202110681204,0.026122448979591838,0.8522727272727273,0,0.0845410813095901
65,2020-03-06,1.3741116190322744,0.2179946984387765,0.02653061224489796,0.8636363636363638,0,0.09168296909060489
66,2020-03-07,1.3738683270327852,1.0845881364182883,0.026938775510204082,0.8750000000000001,0,0.11673801085215138
67,2020-03-08,1.3733552336690273,2.518068582047446,0.027346938775510206,0.8636363636363638,0,0.15738327837413882
68,2020-03-09,1.3725165524894252,3.9988997592437125,0.027755102040816326,0.8522727272727273,0,0.2004942263887342
69,2020-03-10,1.371300313751508,4.91669831010885,0.02816326530612245,0.8409090909090909,0,0.22893658462003758
70,2020-03-11,1.369658702170414,4.999999999998952,0.028571428571428574,0.8295454545454546,0,0.23426297590613776
71,2020-03-12,1.3675483570803362,4.480571462657271,0.028979591836734694,0.8181818181818182,0,0.22216629236419558
