,ds,seasonality_yearly,seasonality_custom,trend,regressor,event_fact,y
0,2020-01-01,1.9400770137354306,4.3798298321462426e-13,0.0,0,0,0.0
1,2020-01-02,1.9555524580297168,0.1430376503342165,0.00040816326530612246,0,0,0.001264730656475075
2,2020-01-03,1.9686862604880808,0.24029210985345495,0.0008163265306122449,0,0,0.0026195741798706413
3,2020-01-04,1.9794903610209058,0.14736241875877965,0.0012244897959183673,0,0,0.0038287993221792064
4,2020-01-05,1.9879868815410462,0.009921202110399485,0.0016326530612244899,0,0,0.004894543810043177
5,2020-01-06,1.9942079109324742,0.2179946984394418,0.0020408163265306124,0,0,0.006555515529330442
6,2020-01-07,1.9981952330914559,1.0845881364173597,0.0024489795918367346,0,0,0.009998653149817507
7,2020-01-08,1.9999999999999907,2.518068582045883,0.002857142857142857,0,0,0.015765910234416782
8,2020-01-09,1.9996823521399887,3.9988997592445608,0.0032653061224489797,0,0,0.022852513016765878
9,2020-01-10,1.9973109888937763,4.9166983101086705,0.0036734693877551023,0,0,0.029071870894294704
10,2020-01-11,1.9929626918875303,4.999999999999284,0.004081632653061225,0,0,0.03262433751790537
11,2020-01-12,1.9867218045326918,4.480571462657225,0.004489795918367347,0,0,0.033526622832281264
12,2020-01-13,1.9786796712886376,3.865027017828311,0.004897959183673469,0,0,0.03352019602832791
13,2020-01-14,1.968934040419279,3.526944766835266,0.005306122448979592,0,0,0.03446792836502412
14,2020-01-15,1.9575884342360559,3.4709357376503416,0.005714285714285714,0,0,0.03673442383935084
15,2020-01-16,1.9447514910129962,3.4393801608679553,0.006122448979591837,0,0,0.039086520317638485
16,2020-01-17,1.9305362829244368,3.215365791001301,0.006530612244897959,0,0,0.040136503339923184
17,2020-01-18,1.9150596144897278,2.821108396263212,0.0069387755102040816,0,0,0.03980198211542856
18,2020-01-19,1.898441306113189,2.4484860189789277,0.007346938775510205,0,0,0.03928354769455433
19,2020-01-20,1.8808034673802427,2.2325193401181744,0.007755102040816327,0,0,0.03965434013978364
20,2020-01-21,1.862269764809524,2.1160803494847396,0.00816326530612245,0,0,0.04063959276974909
21,2020-01-22,1.8429646887722066,1.93385133158025,0.008571428571428572,0,0,0.04094413731730678
22,2020-01-23,1.823012824262321,1.6061900703270142,0.008979591836734694,0,0,0.03977243415549607
23,2020-01-24,1.8025381301513015,1.2270440475620867,0.009387755102040816,0,0,0.0378287306479216
24,2020-01-25,1.781663231469694,0.9555824165698981,0.009795918367346938,0,0,0.036609753286918456
25,2020-01-26,1.7605087291457577,0.8369792434002761,0.010204081632653062,0,0,0.03670906094434728
26,2020-01-27,1.7391925314819807,0.7530200801995156,0.010612244897959184,0,0,0.03706021547090568
27,2020-01-28,1.7178292114780565,0.5597482758723928,0.011020408163265306,0,0,0.03612024169733148
