,ds,seasonality_yearly,seasonality_custom,trend,regressor,event_fact,y
0,2020-01-01,0,0,0.0,0.7452830188679245,0,0.7452830188679245
1,2020-01-02,0,0,0.0020408163265306124,0.7547169811320754,0,0.756757797458606
2,2020-01-03,0,0,0.004081632653061225,0.7641509433962264,0,0.7682325760492876
3,2020-01-04,0,0,0.006122448979591837,0.7547169811320754,0,0.7608394301116672
4,2020-01-05,0,0,0.00816326530612245,0.7641509433962264,0,0.7723142087023488
5,2020-01-06,0,0,0.010204081632653062,0.7735849056603773,0,0.7837889872930304
6,2020-01-07,0,0,0.012244897959183675,0.7641509433962264,0,0.7763958413554101
7,2020-01-08,0,0,0.014285714285714287,0.7735849056603773,0,0.7878706199460915
8,2020-01-09,0,0,0.0163265306122449,0.7641509433962264,0,0.7804774740084712
9,2020-01-10,0,0,0.018367346938775512,0.7547169811320754,0,0.7730843280708509
10,2020-01-11,0,0,0.020408163265306124,0.7452830188679245,0,0.7656911821332306
11,2020-01-12,0,0,0.022448979591836737,0.7358490566037735,0,0.7582980361956103
12,2020-01-13,0,0,0.02448979591836735,0.7264150943396226,0,0.7509048902579899
13,2020-01-14,0,0,0.02653061224489796,0.7358490566037735,0,0.7623796688486715
14,2020-01-15,0,0,0.028571428571428574,0.7452830188679245,0,0.773854447439353
15,2020-01-16,0,0,0.030612244897959186,0.7358490566037735,0,0.7664613015017328
16,2020-01-17,0,0,0.0326530612244898,0.7264150943396226,0,0.7590681555641123
17,2020-01-18,0,0,0.03469387755102041,0.7358490566037735,0,0.7705429341547939
18,2020-01-19,0,0,0.036734693877551024,0.7452830188679245,0,0.7820177127454755
19,2020-01-20,0,0,0.03877551020408164,0.7358490566037735,0,0.7746245668078552
20,2020-01-21,0,0,0.04081632653061225,0.7452830188679245,0,0.7860993453985368
21,2020-01-22,0,0,0.04285714285714286,0.7547169811320754,0,0.7975741239892182
22,2020-01-23,0,0,0.04489795918367347,0.7641509433962264,0,0.8090489025798998
23,2020-01-24,0,0,0.04693877551020409,0.7735849056603773,0,0.8205236811705814
24,2020-01-25,0,0,0.0489795918367347,0.7830188679245282,0,0.831998459761263
25,2020-01-26,0,0,0.05102040816326531,0.7735849056603773,0,0.8246053138236427
26,2020-01-27,0,0,0.05306122448979592,0.7641509433962264,0,0.8172121678860222
27,2020-01-28,0,0,0.05510204081632654,0.7735849056603773,0,0.8286869464767038
28,2020-01-29,0,0,0.05714285714285715,0.7641509433962264,0,0.8212938005390835
29,2020-01-30,0,0,0.05918367346938776,0.7547169811320754,0,0.8139006546014632
30,2020-01-31,0,0,0.06122448979591837,0.7452830188679245,0,0.8065075086638428
31,2020-02-01,0,0,0.06326530612244899,0.7547169811320754,0,0.8179822872545244
32,2020-02-02,0,0,0.0653061224489796,0.7641509433962264,0,0.829457065845206
33,2020-02-03,0,0,0.0673469387755102,0.7547169811320754,0,0.8220639199075856
34,2020-02-04,0,0,0.06938775510204082,0.7641509433962264,0,0.8335386984982671
35,2020-02-05,0,0,0.07142857142857144,0.7735849056603773,0,0.8450134770889487
36,2020-02-06,0,0,0.07346938775510205,0.7830188679245282,0,0.8564882556796303
37,2020-02-07,0,0,0.07551020408163266,0.7735849056603773,0,0.84909510974201
38,2020-02-08,0,0,0.07755102040816328,0.7830188679245282,0,0.8605698883326915
39,2020-02-09,0,0,0.07959183673469389,0.7924528301886792,0,0.872044666923373
40,2020-02-10,0,0,0.0816326530612245,0.8018867924528301,0,0.8835194455140546
41,2020-02-11,0,0,0.0836734693877551,0.8113207547169811,0,0.8949942241047362
42,2020-02-12,0,0,0.08571428571428572,0.8018867924528301,0,0.8876010781671159
43,2020-02-13,0,0,0.08775510204081634,0.7924528301886792,0,0.8802079322294956
