,ds,seasonality_yearly,seasonality_custom,trend,regressor,event_fact,y
0,2020-01-01,0,0,0.0,0.6373626373626374,0,0.6373626373626374
1,2020-01-02,0,0,0.0,0.6483516483516485,0,0.6483516483516485
2,2020-01-03,0,0,0.0,0.6593406593406594,0,0.6593406593406594
3,2020-01-04,0,0,0.0,0.6483516483516485,0,0.6483516483516485
4,2020-01-05,0,0,0.0,0.6373626373626374,0,0.6373626373626374
5,2020-01-06,0,0,0.0,0.6483516483516485,0,0.6483516483516485
6,2020-01-07,0,0,0.0,0.6593406593406594,0,0.6593406593406594
7,2020-01-08,0,0,0.0,0.6483516483516485,0,0.6483516483516485
8,2020-01-09,0,0,0.0,0.6593406593406594,0,0.6593406593406594
9,2020-01-10,0,0,0.0,0.6483516483516485,0,0.6483516483516485
10,2020-01-11,0,0,0.0,0.6373626373626374,0,0.6373626373626374
11,2020-01-12,0,0,0.0,0.6483516483516485,0,0.6483516483516485
12,2020-01-13,0,0,0.0,0.6593406593406594,0,0.6593406593406594
13,2020-01-14,0,0,0.0,0.6483516483516485,0,0.6483516483516485
14,2020-01-15,0,0,0.0,0.6373626373626374,0,0.6373626373626374
15,2020-01-16,0,0,0.0,0.6263736263736265,0,0.6263736263736265
16,2020-01-17,0,0,0.0,0.6373626373626374,0,0.6373626373626374
17,2020-01-18,0,0,0.0,0.6483516483516485,0,0.6483516483516485
18,2020-01-19,0,0,0.0,0.6373626373626374,0,0.6373626373626374
19,2020-01-20,0,0,0.0,0.6483516483516485,0,0.6483516483516485
20,2020-01-21,0,0,0.0,0.6373626373626374,0,0.6373626373626374
21,2020-01-22,0,0,0.0,0.6483516483516485,0,0.6483516483516485
22,2020-01-23,0,0,0.0,0.6593406593406594,0,0.6593406593406594
23,2020-01-24,0,0,0.0,0.6703296703296704,0,0.6703296703296704
24,2020-01-25,0,0,0.0,0.6813186813186815,0,0.6813186813186815
25,2020-01-26,0,0,0.0,0.6703296703296704,0,0.6703296703296704
26,2020-01-27,0,0,0.0,0.6593406593406594,0,0.6593406593406594
27,2020-01-28,0,0,0.0,0.6483516483516485,0,0.6483516483516485
28,2020-01-29,0,0,0.0,0.6593406593406594,0,0.6593406593406594
29,2020-01-30,0,0,0.0,0.6483516483516485,0,0.6483516483516485
30,2020-01-31,0,0,0.0,0.6373626373626374,0,0.6373626373626374
31,2020-02-01,0,0,0.0,0.6483516483516485,0,0.6483516483516485
32,2020-02-02,0,0,0.0,0.6373626373626374,0,0.6373626373626374
33,2020-02-03,0,0,0.0,0.6263736263736265,0,0.6263736263736265
34,2020-02-04,0,0,0.0,0.6373626373626374,0,0.6373626373626374
35,2020-02-05,0,0,0.0,0.6263736263736265,0,0.6263736263736265
36,2020-02-06,0,0,0.0,0.6373626373626374,0,0.6373626373626374
37,2020-02-07,0,0,0.0,0.6263736263736265,0,0.6263736263736265
38,2020-02-08,0,0,0.0,0.6373626373626374,0,0.6373626373626374
39,2020-02-09,0,0,0.0,0.6263736263736265,0,0.6263736263736265
40,2020-02-10,0,0,0.0,0.6153846153846154,0,0.6153846153846154
41,2020-02-11,0,0,0.0,0.6043956043956045,0,0.6043956043956045
42,2020-02-12,0,0,0.0,0.5934065934065935,0,0.5934065934065935
43,2020-02-13,0,0,0.0,0.6043956043956045,0,0.6043956043956045
44,2020-02-14,0,0,0.0,0.5934065934065935,0,0.5934065934065935
